name,sector_label,side,institution,institution_source,safety_tenure,leads_work,works_total,papers,posts,strong_works,confidence,citations,post_score,af_posts,tier,first_year,last_year,cluster_name,topics,sources,openalex_id,lw_slug,top_1,top_1_url,top_2,top_2_url,top_3,top_3_url,recent_1,recent_1_url
Jan_Kulveit,No affiliation on indexed works,other,,,mid,0,22,0,22,22,high,0,2371,15,10-24 works,2020,2026,"Existential, Timelines, Superintelligence",AI risk; Agent foundations; Takeoff dynamics; AI governance; Field-building; Evaluations; Automated alignment research; AI control,lesswrong,,jan_kulveit,Why You Don’t Believe in Xhosa Prophecies,https://www.lesswrong.com/posts/tz5AmWbEcMBQpiEjY/why-you-don-t-believe-in-xhosa-prophecies,The Memetics of AI Successionism,https://www.lesswrong.com/posts/XFDjzKXZqKdvZ2QKL/the-memetics-of-ai-successionism,Gradual Disempowerment: Systemic Existential Risks from Incremental AI Development,https://www.lesswrong.com/posts/pZhEQieM9otKXhxmd/gradual-disempowerment-systemic-existential-risks-from,Apply now to Human-Aligned AI Summer School 2026,https://www.lesswrong.com/posts/EjnHp6GGicomLqmfM/apply-now-to-human-aligned-ai-summer-school-2026
DragonGod,Academia,academia,University,bio phrase,mid,0,22,0,22,22,high,0,646,2,10-24 works,2020,2023,"Existential, Timelines, Superintelligence",Takeoff dynamics; Agency & goals; AI risk; Agent foundations; Forecasting & timelines; Decision theory; Deception & scheming; Field-building,lesswrong,,dragongod,"""Heretical Thoughts on AI"" by Eli Dourado",https://www.lesswrong.com/posts/nWCokT9xbrY4p98co/heretical-thoughts-on-ai-by-eli-dourado,Why The Focus on Expected Utility Maximisers?,https://www.lesswrong.com/posts/XYDsYSbBjqgPAgcoQ/why-the-focus-on-expected-utility-maximisers,"Beren's ""Deconfusing Direct vs Amortised Optimisation""",https://www.lesswrong.com/posts/5YDczJcLZ6RmN5SSz/beren-s-deconfusing-direct-vs-amortised-optimisation-2,Consequentialism is in the Stars not Ourselves,https://www.lesswrong.com/posts/PtEPqonFDv7ueYYpu/consequentialism-is-in-the-stars-not-ourselves
Cleo Nardo,No affiliation on indexed works,other,,,early,0,22,0,22,22,high,0,1751,6,10-24 works,2022,2026,"Existential, Timelines, Superintelligence",AI governance; Deception & scheming; Forecasting & timelines; Communication; AI control; Agent foundations; Decision theory; Corrigibility,lesswrong,,cleo-nardo,The Waluigi Effect (mega-post),https://www.lesswrong.com/posts/D7PumeYTDPfBTp3i7/the-waluigi-effect-mega-post,Model access for third-parties — it's a big deal!,https://www.lesswrong.com/posts/RuGZ5tMdqpnraJahJ/model-access-for-third-parties-it-s-a-big-deal,AI Summer Harvest,https://www.lesswrong.com/posts/P98i7kAN2uWuy7mhD/ai-summer-harvest,Model access for third-parties — it's a big deal!,https://www.lesswrong.com/posts/RuGZ5tMdqpnraJahJ/model-access-for-third-parties-it-s-a-big-deal
otto.barten,No affiliation on indexed works,other,,,mid,0,21,0,21,21,high,0,395,0,10-24 works,2020,2026,"Existential, Timelines, Superintelligence",AI governance; Existential risk; AI risk; Takeoff dynamics; AI control; Field-building; Forecasting & timelines,lesswrong,,otto-barten,AI Regulation May Be More Important Than AI Alignment For Existential Safety,https://www.lesswrong.com/posts/2cxNvPtMrjwaJrtoR/ai-regulation-may-be-more-important-than-ai-alignment-for,Is a pause enforceable? New paper out!,https://www.lesswrong.com/posts/qygnNCM2FAA76Z9T4/is-a-pause-enforceable-new-paper-out,24% of the US public is now aware of AI xrisk,https://www.lesswrong.com/posts/aNufKpFrw5WLZxcCB/24-of-the-us-public-is-now-aware-of-ai-xrisk,55% of the US public is now aware of AI xrisk,https://www.lesswrong.com/posts/gkxDHTLFF8zk2ZLzm/55-of-the-us-public-is-now-aware-of-ai-xrisk
Cole Wyeth,Academia,academia,University,bio phrase,early,0,21,0,21,21,high,0,847,9,10-24 works,2023,2026,"Existential, Timelines, Superintelligence",Agent foundations; Embedded agency; Decision theory; Forecasting & timelines; AI risk; Takeoff dynamics; AI governance; AI control,lesswrong,,cole-wyeth,Announcing AIXI Labs,https://www.lesswrong.com/posts/RzeyMfLxwjgGjQFpv/announcing-aixi-labs,The AIXI perspective on AI Safety,https://www.lesswrong.com/posts/baP2osKGc4KmDoTET/the-aixi-perspective-on-ai-safety,"Scrying, Modeling, and Nerdsnipe",https://www.lesswrong.com/posts/mTfsMduzaKkWjv2ef/scrying-modeling-and-nerdsnipe,"Scrying, Modeling, and Nerdsnipe",https://www.lesswrong.com/posts/mTfsMduzaKkWjv2ef/scrying-modeling-and-nerdsnipe
KatjaGrace,No affiliation on indexed works,other,,,established,0,20,0,20,20,high,0,1969,2,10-24 works,2015,2026,"Existential, Timelines, Superintelligence",AI governance; AI risk; Forecasting & timelines; Takeoff dynamics; AI control; Communication; Agency & goals,lesswrong,,katjagrace,Counterarguments to the basic AI x-risk case,https://www.lesswrong.com/posts/LDRQ5Zfqwi8GjzPYG/counterarguments-to-the-basic-ai-x-risk-case,We don’t trade with ants,https://www.lesswrong.com/posts/wB7hdo4LDdhZ7kwJw/we-don-t-trade-with-ants,What do ML researchers think about AI in 2022?,https://www.lesswrong.com/posts/H6hMugfY3tDQGfqYL/what-do-ml-researchers-think-about-ai-in-2022,Let's talk about the AI coordination problem,https://www.lesswrong.com/posts/QYDZzuGjrKu7wKdC8/let-s-talk-about-the-ai-coordination-problem
Jozdien,No affiliation on indexed works,other,,,mid,0,20,0,20,20,high,0,1471,19,10-24 works,2021,2026,"Existential, Timelines, Superintelligence",Deception & scheming; Inner alignment; Evaluations; AI risk; Chain of thought; Automated alignment research; AI control,lesswrong,,jozdien,Why Do Some Language Models Fake Alignment While Others Don't?,https://www.lesswrong.com/posts/ghESoA8mo3fv9Yx3E/why-do-some-language-models-fake-alignment-while-others-don,BIG-Bench Canary Contamination in GPT-4,https://www.lesswrong.com/posts/kSmHMoaLKGcGgyWzs/big-bench-canary-contamination-in-gpt-4,Realistic Reward Hacking Induces Different and Deeper Misalignment,https://www.lesswrong.com/posts/HLJoJYi52mxgomujc/realistic-reward-hacking-induces-different-and-deeper-1,CoT controllability evals seem very under-elicited,https://www.lesswrong.com/posts/BbP2wCyDGdPWJ7PwP/cot-controllability-evals-seem-very-under-elicited
Zack_M_Davis,No affiliation on indexed works,other,,,mid,0,20,0,20,20,high,0,1515,0,10-24 works,2019,2026,"Existential, Timelines, Superintelligence",Deception & scheming; AI risk; AI governance; AI welfare; Corrigibility,lesswrong,,zack_m_davis,Terrified Comments on Corrigibility in Claude's Constitution,https://www.lesswrong.com/posts/K2Ae2vmAKwhiwKEo5/terrified-comments-on-corrigibility-in-claude-s-constitution,"""Rationalist Discourse"" Is Like ""Physicist Motors""",https://www.lesswrong.com/posts/SX6wQEdGfzz7GKYvp/rationalist-discourse-is-like-physicist-motors,Firming Up Not-Lying Around Its Edge-Cases Is Less Broadly Useful Than One Might Initially Think,https://www.lesswrong.com/posts/MN4NRkMw7ggt9587K/firming-up-not-lying-around-its-edge-cases-is-less-broadly,Terrified Comments on Corrigibility in Claude's Constitution,https://www.lesswrong.com/posts/K2Ae2vmAKwhiwKEo5/terrified-comments-on-corrigibility-in-claude-s-constitution
Vanessa Kosoy,Safety non-profit or safety venture,safety_ecosystem,CORAL,bio mention,mid,0,20,0,20,20,high,0,1479,15,10-24 works,2018,2026,"Existential, Timelines, Superintelligence",Agent foundations; AI risk; Embedded agency; Alignment proposals; Takeoff dynamics; Decision theory,lesswrong,,vanessa-kosoy,Critical review of Christiano's disagreements with Yudkowsky,https://www.lesswrong.com/posts/8HYJwQepynHsRKr6j/critical-review-of-christiano-s-disagreements-with-yudkowsky,The Learning-Theoretic Agenda: Status 2023,https://www.lesswrong.com/posts/ZwshvqiqCvXPsZEct/the-learning-theoretic-agenda-status-2023,AI Alignment Metastrategy,https://www.lesswrong.com/posts/TALmStNf6479uTwzT/ai-alignment-metastrategy,[Paper] Stringological sequence prediction III,https://www.lesswrong.com/posts/virawHQekJsozwotz/paper-stringological-sequence-prediction-iii
Fabien Roger,No affiliation on indexed works,other,,,mid,1,19,4,15,18,high,40,1686,13,10-24 works,2023,2025,"Existential, Timelines, Superintelligence",Adversarial Robustness in Machine Learning; Anomaly Detection Techniques and Applications; Explainable Artificial Intelligence (XAI); Ethics and Social Impacts of AI; Natural Language Processing Techniques; Topic Modeling; Safety Systems Engineering in Autonomy; Software Reliability and Analysis Research,lesswrong; openalex,https://openalex.org/A5028042353,fabien-roger,Alignment Faking in Large Language Models,https://www.lesswrong.com/posts/njAZwT8nkHnjipJku/alignment-faking-in-large-language-models,AI Control: Improving Safety Despite Intentional Subversion,https://www.lesswrong.com/posts/d9FJHawgkiMSPjagR/ai-control-improving-safety-despite-intentional-subversion,Why Do Some Language Models Fake Alignment While Others Don't?,https://www.lesswrong.com/posts/ghESoA8mo3fv9Yx3E/why-do-some-language-models-fake-alignment-while-others-don,Towards training-time mitigations for alignment faking in RL,https://www.lesswrong.com/posts/czMaDFGAbjhWYdKmo/towards-training-time-mitigations-for-alignment-faking-in-rl
Rob Bensinger,No affiliation on indexed works,other,,,established,0,19,0,19,19,high,0,2137,8,10-24 works,2015,2024,"Existential, Timelines, Superintelligence",AI risk; Decision theory; Embedded agency; AI governance; Takeoff dynamics; Forecasting & timelines; Communication; Field-building,lesswrong,,robbbb,Discussion with Eliezer Yudkowsky on AGI interventions,https://www.lesswrong.com/posts/CpvyhFy9WvCNsifkY/discussion-with-eliezer-yudkowsky-on-agi-interventions,"A challenge for AGI organizations, and a challenge for readers",https://www.lesswrong.com/posts/tD9zEiHfkvakpnNam/a-challenge-for-agi-organizations-and-a-challenge-for-1,"Response to Aschenbrenner's ""Situational Awareness""",https://www.lesswrong.com/posts/Yig9oa4zGE97xM2os/response-to-aschenbrenner-s-situational-awareness,"Response to Aschenbrenner's ""Situational Awareness""",https://www.lesswrong.com/posts/Yig9oa4zGE97xM2os/response-to-aschenbrenner-s-situational-awareness
Elliot Mckernon,No affiliation on indexed works,other,,,early,0,19,0,19,19,high,0,450,0,10-24 works,2023,2024,"Existential, Timelines, Superintelligence",AI governance; Evaluations; AI risk; Forecasting & timelines; Containment; Agency & goals,lesswrong,,elliot-mckernon,Update on the UK AI Taskforce & upcoming AI Safety Summit,https://www.lesswrong.com/posts/5fdcsWwtvG9jAtzGK/update-on-the-uk-ai-taskforce-and-upcoming-ai-safety-summit,Now THIS is forecasting: understanding Epoch’s Direct Approach,https://www.lesswrong.com/posts/hqDfsYTftQGr4eM4H/now-this-is-forecasting-understanding-epoch-s-direct,Information-Theoretic Boxing of Superintelligences,https://www.lesswrong.com/posts/NZP6QvkXryJQFGkLF/information-theoretic-boxing-of-superintelligences-1,AI Model Registries: A Foundational Tool for AI Governance,https://www.lesswrong.com/posts/i6fhyzeGw7kkPKAps/ai-model-registries-a-foundational-tool-for-ai-governance
Ryan Kidd,Academia,academia,University,bio phrase,early,0,19,0,19,19,high,0,1253,0,10-24 works,2022,2025,"Existential, Timelines, Superintelligence",Field-building; AI risk; Evaluations; AI governance,lesswrong,,ryankidd44,Talent Needs of Technical AI Safety Teams,https://www.lesswrong.com/posts/QzQQvGJYDeaDE4Cfg/talent-needs-of-technical-ai-safety-teams,AI safety undervalues founders,https://www.lesswrong.com/posts/yw9B5jQazBKGLjize/ai-safety-undervalues-founders,Why I funded PIBBSS,https://www.lesswrong.com/posts/Yjiw5rnu4mJsYN8Xc/why-i-funded-pibbss-1,AI safety undervalues founders,https://www.lesswrong.com/posts/yw9B5jQazBKGLjize/ai-safety-undervalues-founders
David Lindner,Frontier / capabilities lab,frontier_capabilities,Google DeepMind,bio mention,early,0,18,7,11,18,high,142,508,7,10-24 works,2022,2025,"Existential, Timelines, Superintelligence",Anomaly Detection Techniques and Applications; Software Reliability and Analysis Research; Blockchain Technology Applications and Security; Multi-Agent Systems and Negotiation; Auction Theory and Applications; Access Control and Trust; Infrastructure Resilience and Vulnerability Analysis; Generative Adversarial Networks and Image Synthesis,lesswrong; openalex,https://openalex.org/A5059597480,david-lindner,Clarifying AI X-risk,https://www.lesswrong.com/posts/GctJD5oCDRxCspEaZ/clarifying-ai-x-risk,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,http://arxiv.org/abs/2307.15217,Threat Model Literature Review,https://www.lesswrong.com/posts/wnnkD6P2k2TfHnNmt/threat-model-literature-review,Exploration Hacking in AI Debate: Initial Empirics and Generalisation Splitting,https://www.lesswrong.com/posts/xjwtNid2xjqSJWB7z/exploration-hacking-in-ai-debate-initial-empirics-and
So8res,No affiliation on indexed works,other,,,established,0,18,0,18,18,high,0,3254,11,10-24 works,2015,2025,"Existential, Timelines, Superintelligence",AI risk; AI governance; Decision theory; Takeoff dynamics; Existential risk; Forecasting & timelines; Deception & scheming,lesswrong,,so8res,"Eliezer and I wrote a book: If Anyone Builds It, Everyone Dies",https://www.lesswrong.com/posts/iNsy7MsbodCyNTwKs/eliezer-and-i-wrote-a-book-if-anyone-builds-it-everyone-dies,On how various plans miss the hard bits of the alignment challenge,https://www.lesswrong.com/posts/3pinFH3jerMzAvmza/on-how-various-plans-miss-the-hard-bits-of-the-alignment,Deep Deceptiveness,https://www.lesswrong.com/posts/XWwvwytieLtEWaFJX/deep-deceptiveness,"Why Corrigibility is Hard and Important (i.e. ""Whence the high MIRI confidence in alignment difficulty?"")",https://www.lesswrong.com/posts/ksfjZJu3BFEfM6hHE/why-corrigibility-is-hard-and-important-i-e-whence-the-high
Cameron Berg,No affiliation on indexed works,other,,,mid,0,18,0,18,18,high,0,1339,7,10-24 works,2021,2025,"Existential, Timelines, Superintelligence",AI risk; Embedded agency; AI governance; Deception & scheming; Field-building; Inner alignment; Takeoff dynamics; Forecasting & timelines,lesswrong,,cameron-berg,Self-Other Overlap: A Neglected Approach to AI Alignment,https://www.lesswrong.com/posts/hzt9gHpNwA2oHtwKX/self-other-overlap-a-neglected-approach-to-ai-alignment,Making a conservative case for alignment,https://www.lesswrong.com/posts/rfCEWuid7fXxz4Hpa/making-a-conservative-case-for-alignment,The 'Neglected Approaches' Approach: AE Studio's Alignment Agenda,https://www.lesswrong.com/posts/qAdDzcBuDBLexb4fC/the-neglected-approaches-approach-ae-studio-s-alignment,Mistral Large 2 (123B) seems to exhibit alignment faking,https://www.lesswrong.com/posts/kCGk5tp5suHoGwhCa/mistral-large-2-123b-seems-to-exhibit-alignment-faking
Diffractor,No affiliation on indexed works,other,,,mid,0,18,0,18,18,high,0,1016,14,10-24 works,2018,2025,"Existential, Timelines, Superintelligence",Decision theory; Agent foundations; AI risk,lesswrong,,diffractor,Unifying Bargaining Notions (1/2),https://www.lesswrong.com/posts/rYDas2DDGGDRc8gGB/unifying-bargaining-notions-1-2,Threat-Resistant Bargaining Megapost: Introducing the ROSE Value,https://www.lesswrong.com/posts/vJ7ggyjuP4u2yHNcP/threat-resistant-bargaining-megapost-introducing-the-rose,Introduction To The Infra-Bayesianism Sequence,https://www.lesswrong.com/posts/zB4f7QqKhBHa5b37a/introduction-to-the-infra-bayesianism-sequence,[Paper] Infra-Bayesian Decision-Estimation Theory,https://www.lesswrong.com/posts/LgLez8aeK24PbyyQJ/paper-infra-bayesian-decision-estimation-theory
Jérémy Scheurer,No affiliation on indexed works,other,,,early,0,17,5,12,14,high,145,1315,10,10-24 works,2023,2024,"Deliberative, Enables, Chain-Of-Thought",Topic Modeling; Software Reliability and Analysis Research; Natural Language Processing Techniques; Explainable Artificial Intelligence (XAI); Simulation Techniques and Applications; Stock Market Forecasting Methods; Safety Systems Engineering in Autonomy; Occupational Health and Safety Research,lesswrong; openalex,https://openalex.org/A5064744991,jerrysch,Announcing Apollo Research,https://www.lesswrong.com/posts/FG6icLPKizEaWHex5/announcing-apollo-research,Frontier Models are Capable of In-context Scheming,https://www.lesswrong.com/posts/8gy7c8GAPkuu6wTiX/frontier-models-are-capable-of-in-context-scheming,Claude Sonnet 3.7 (often) knows when it’s in alignment evaluations,https://www.lesswrong.com/posts/E3daBewppAiECN3Ao/claude-sonnet-3-7-often-knows-when-it-s-in-alignment,"Door's Locked, Try the Window",https://www.lesswrong.com/posts/GHrqBKr8GLpbce6mN/door-s-locked-try-the-window
Mikita Balesni,No affiliation on indexed works,other,,,mid,1,17,7,10,14,high,48,1298,9,10-24 works,2023,2025,"Deliberative, Enables, Chain-Of-Thought",Topic Modeling; Anomaly Detection Techniques and Applications; Reinforcement Learning in Robotics; Teaching and Learning Programming; Software Engineering Techniques and Practices; Systems Engineering Methodologies and Applications; Simulation Techniques and Applications; Natural Language Processing Techniques,lesswrong; openalex,https://openalex.org/A5092825639,mikita-balesni,Announcing Apollo Research,https://www.lesswrong.com/posts/FG6icLPKizEaWHex5/announcing-apollo-research,Frontier Models are Capable of In-context Scheming,https://www.lesswrong.com/posts/8gy7c8GAPkuu6wTiX/frontier-models-are-capable-of-in-context-scheming,Claude Sonnet 3.7 (often) knows when it’s in alignment evaluations,https://www.lesswrong.com/posts/E3daBewppAiECN3Ao/claude-sonnet-3-7-often-knows-when-it-s-in-alignment,Base-Axiom Initialization for Deliberative Alignment - A qualitative approach to Stress Testing Deliberative Alignment for Anti Scheming Training -,http://arxiv.org/abs/2509.15541
